text,clean_text,label,binary_label
"Saya pernah mendapat juara 1 lomba debat pada saat SMP, namun $saya merasa hal itu hanya sebuah keberuntungan belaka$. Hal ini dikarenakan keluarga saya tidak mendukung keputusan saya untuk masuk debat sedari awal. Mereka berpandang bahwa dengan mengikuti debat, saya telah menjadi anak yang pembangkang dan akan melewati batas nantinya. Bahkan tak jarang saya diremehkan bahwa saya tidak akan bisa menang dalam kompetisi itu.","saya pernah mendapat juara 1 lomba debat pada saat smp, namun $saya merasa hal itu hanya sebuah keberuntungan belaka$. hal ini dikarenakan keluarga saya tidak mendukung keputusan saya untuk masuk debat sedari awal. mereka berpandang bahwa dengan mengikuti debat, saya telah menjadi anak yang pembangkang dan akan melewati batas nantinya. bahkan tak jarang saya diremehkan bahwa saya tidak akan bisa menang dalam kompetisi itu.",Discounting the positives,Ya
saya pernah merasa kesalaah pada pacar saya sangat besar,saya pernah merasa kesalaah pada pacar saya sangat besar,No Distortion,Tidak
Sama halnya ketika mengikuti sperti tugas praktek membuat sesuatu pada jaman sekolah dan mendapatkan nilai yg lebih $saya merasa itu sama aja seperti tmn lainnya karna gampang$ membuatnya dan semua orang bisa melakukannya.,sama halnya ketika mengikuti sperti tugas praktek membuat sesuatu pada jaman sekolah dan mendapatkan nilai yg lebih $saya merasa itu sama aja seperti tmn lainnya karna gampang$ membuatnya dan semua orang bisa melakukannya.,Discounting the positives,Ya
"Ibuku tidak pernah mencariku lagi ketika aku pulang larut malam, $mungkin ibuku sudah tidak peduli bahwa aku ada.$","ibuku tidak pernah mencariku lagi ketika aku pulang larut malam, $mungkin ibuku sudah tidak peduli bahwa aku ada.$",Mind Reading,Ya
"Aku pernah mengikuti kepanitiaan di sekolah, tetapi aku tidak merasa kalau aku menjadi panitia itu hanya kebetulan dan bukan usaha diri sendiri karena saya punya kenalan kakak kelas yang terlibat dalam kepanitiaan itu tersebut dan berfikir bahwa beliau yang membantu dalam memasukkan saya ke anggota kepanitiaan","aku pernah mengikuti kepanitiaan di sekolah, tetapi aku tidak merasa kalau aku menjadi panitia itu hanya kebetulan dan bukan usaha diri sendiri karena saya punya kenalan kakak kelas yang terlibat dalam kepanitiaan itu tersebut dan berfikir bahwa beliau yang membantu dalam memasukkan saya ke anggota kepanitiaan",No Distortion,Tidak
Aku pernah merasa dia menyukaiku dan menurutku itu benar menurut keyakinanku :).,aku pernah merasa dia menyukaiku dan menurutku itu benar menurut keyakinanku :).,Emotional Reasoning,Ya
"$Saya sering merasa tidak dihiraukan jika saya tidak diajak kemana²$,padahal saya tau apa alsan mereka tidak mengajak saya karena saya pasti tidak akan mau","$saya sering merasa tidak dihiraukan jika saya tidak diajak kemana²$,padahal saya tau apa alsan mereka tidak mengajak saya karena saya pasti tidak akan mau",Emotional Reasoning,Ya
"saya dan tim saya mengikuti ajang olimpiade antar sekolah, saat itu saya di percaya sebagai ketua tim namun saya justru gagal mengkoor tim agar menyatu saat adanya perselisihan melainkan tim saya memecah menjadi 2 kubu sehingga saat perlombaan di mulai tim tidak bekerja sama dengan baik melainkan saling menjatuhkan","saya dan tim saya mengikuti ajang olimpiade antar sekolah, saat itu saya di percaya sebagai ketua tim namun saya justru gagal mengkoor tim agar menyatu saat adanya perselisihan melainkan tim saya memecah menjadi 2 kubu sehingga saat perlombaan di mulai tim tidak bekerja sama dengan baik melainkan saling menjatuhkan",Personalization and Blame,Ya
Saya berhasil membuat dan mengedit sebuah video. Walaupun teman memuji saya tidak merasa senang karena $basic dari membuat video itu sendiri mudah dan saya yakin semua bisa$,saya berhasil membuat dan mengedit sebuah video. walaupun teman memuji saya tidak merasa senang karena $basic dari membuat video itu sendiri mudah dan saya yakin semua bisa$,Discounting the positives,Ya
"saat sy sdh belajar untuk sebuah ulangan, $saya merasa saya harus lulus dengan nilai yg bagus$","saat sy sdh belajar untuk sebuah ulangan, $saya merasa saya harus lulus dengan nilai yg bagus$",Should statement,Ya
"Aku lolos mandiri. $Aku rasa itu karena soalnya gampang:) Aku masuk SMA 4, sekolah favorit, tapi itu karena rumahku dekat sama sekolah, bukan karena aku pinter:)$ tapi aku bisa bersaing di sana dan ngebuktiin kalau itu mungkin suatu keberuntungan tapi aku emang deserve","aku lolos mandiri. $aku rasa itu karena soalnya gampang:) aku masuk sma 4, sekolah favorit, tapi itu karena rumahku dekat sama sekolah, bukan karena aku pinter:)$ tapi aku bisa bersaing di sana dan ngebuktiin kalau itu mungkin suatu keberuntungan tapi aku emang deserve",Discounting the positives,Ya
Ketika saya mendapatkan juara 1 dan saya merasa hal itu biasa.,ketika saya mendapatkan juara 1 dan saya merasa hal itu biasa.,No Distortion,Tidak
"Suatu saat, saya pernah merasa bersalah ketika saudara saya mengalami luka saat ia bermain","suatu saat, saya pernah merasa bersalah ketika saudara saya mengalami luka saat ia bermain",No Distortion,Tidak
"Menurutku kalau teman-temanku tidak mengundangku secara eksplisit, berarti aku tidak diinginkan.","menurutku kalau teman-temanku tidak mengundangku secara eksplisit, berarti aku tidak diinginkan.",Emotional Reasoning,Ya
"Jika saya merasakan hal tersebut, saya tidak mau menyalahi diri saya namun saya mempelajari apa yang membuat saya menyebabkan hal tersebut dan memperbaikinya agar menjadi lebih baik lagi","jika saya merasakan hal tersebut, saya tidak mau menyalahi diri saya namun saya mempelajari apa yang membuat saya menyebabkan hal tersebut dan memperbaikinya agar menjadi lebih baik lagi",No Distortion,Tidak
Saya merasa dikucilkan di dalam suatu program perkuliahan,saya merasa dikucilkan di dalam suatu program perkuliahan,No Distortion,Tidak
"Ketika fikiran saya memilih untuk bekerja , padahal dengan mengenyam pendidikan tinggi bisa membuka peluang yang lebih besar untuk saya berkompeten di dunia kerja","ketika fikiran saya memilih untuk bekerja , padahal dengan mengenyam pendidikan tinggi bisa membuka peluang yang lebih besar untuk saya berkompeten di dunia kerja",No Distortion,Tidak
Iyaa disaat saya mengikuti lomba bertim dan di saat itu saya membuat kesalahan dan di situ saya ngerasa bersalah banget,iyaa disaat saya mengikuti lomba bertim dan di saat itu saya membuat kesalahan dan di situ saya ngerasa bersalah banget,No Distortion,Tidak
Saya pernah mendapat nilai yang baik tpi hampir semua kelas mendapat nilai yang baik juga dan $saya berfikir klo soalnya memang terlalu mudah dan bukan karena saya ahli dlm hal tsb$,saya pernah mendapat nilai yang baik tpi hampir semua kelas mendapat nilai yang baik juga dan $saya berfikir klo soalnya memang terlalu mudah dan bukan karena saya ahli dlm hal tsb$,Discounting the positives,Ya
"saya mengabaikan,lebih banayak pujian yg diterima.","saya mengabaikan,lebih banayak pujian yg diterima.",No Distortion,Tidak
"$Say berfikir teman saya aneh$, karena setiap perlakuan yg dilakukannya hanya untuk kepentingan pribadinya","$say berfikir teman saya aneh$, karena setiap perlakuan yg dilakukannya hanya untuk kepentingan pribadinya",Labeling,Ya
"saya tidak masuk tim inti dalam tim voli dan diganti oleh pemain yang saya lebih soal pengalaman dari dia , saat itu $saya merasa saya di abaikan$","saya tidak masuk tim inti dalam tim voli dan diganti oleh pemain yang saya lebih soal pengalaman dari dia , saat itu $saya merasa saya di abaikan$",Emotional Reasoning,Ya
"pertama tama saya kuliah, saya menemukan 1 orang teman yang diam2 tapi mematikan $“teman ku ini ternyata bermuka dua”$ karena kadang keluar sifat aslinya","pertama tama saya kuliah, saya menemukan 1 orang teman yang diam2 tapi mematikan $“teman ku ini ternyata bermuka dua”$ karena kadang keluar sifat aslinya",Labeling,Ya
"Ketika pergi ke promo makanan, jika tidak sesuai dengan di iklan, $maka saya cenderung tidak makan disana, atau pergi.$","ketika pergi ke promo makanan, jika tidak sesuai dengan di iklan, $maka saya cenderung tidak makan disana, atau pergi.$",All-or-nothing,Ya
"pernah, saat bermain game dengan kerjasama tim, peforma diri sendiri kurang jadi menyalahkan diri sendiri","pernah, saat bermain game dengan kerjasama tim, peforma diri sendiri kurang jadi menyalahkan diri sendiri",No Distortion,Tidak
"Kadang saat teman saya tidak membalas pesan saya, $saya berpikir bahwa teman itu marah pada saya$","kadang saat teman saya tidak membalas pesan saya, $saya berpikir bahwa teman itu marah pada saya$",Mind Reading,Ya
Saat saya berhasil mengerjakan tugas tepa waktu tanpa menanyakan cara membuatnya dengan orang lain saya selalu berpikir $“soalya gampang mknya bisa$”,saat saya berhasil mengerjakan tugas tepa waktu tanpa menanyakan cara membuatnya dengan orang lain saya selalu berpikir $“soalya gampang mknya bisa$”,Discounting the positives,Ya
"Saya pernah berpikir bahwa $saya seharusnya lebih teliti dalam menjawab soal$, tetapi ketika hasil ujian dibagikan, saya mendapati $banyak soal yang seharusnya bisa saya jawab dengan tepat$ ternyata salah karena tidak teliti. Hal tersebut membuat saya malas dan pasrah akan hasil pada ujian yang lainnya.","saya pernah berpikir bahwa $saya seharusnya lebih teliti dalam menjawab soal$, tetapi ketika hasil ujian dibagikan, saya mendapati $banyak soal yang seharusnya bisa saya jawab dengan tepat$ ternyata salah karena tidak teliti. hal tersebut membuat saya malas dan pasrah akan hasil pada ujian yang lainnya.",Should statement,Ya
Jika saya tidak diapresiasi maka saya tidak berhasil membuat bangga,jika saya tidak diapresiasi maka saya tidak berhasil membuat bangga,No Distortion,Tidak
"perlombaan pidato tingkat kabupaten saya meraih juara 1 lalu pada perlombaan selanjutnya saya meraih juara 2, disitu saya menyalahkan diri saya sendiri","perlombaan pidato tingkat kabupaten saya meraih juara 1 lalu pada perlombaan selanjutnya saya meraih juara 2, disitu saya menyalahkan diri saya sendiri",No Distortion,Tidak
Menganggap hal negatif sebagai hal untuk membangun diri lebih baik dan menjadi motivasi,menganggap hal negatif sebagai hal untuk membangun diri lebih baik dan menjadi motivasi,No Distortion,Tidak
saat dulu $saya tidak diterima di SMA Negeri saya pernah berpikir bahwa masa depan saya akan sulit saat mencari PTN$ karena saya menganggap bahwa SMA Swasta tidak akan membawa kepositifan pada saya.,saat dulu $saya tidak diterima di sma negeri saya pernah berpikir bahwa masa depan saya akan sulit saat mencari ptn$ karena saya menganggap bahwa sma swasta tidak akan membawa kepositifan pada saya.,All-or-nothing,Ya
"Saat ada banyak yang positif dan 1 negatif, saya cenderung fokus ke 1 negatif tersebut","saat ada banyak yang positif dan 1 negatif, saya cenderung fokus ke 1 negatif tersebut",No Distortion,Tidak
$Saya merasa tidak disukai oleh orang tersebut karena saya merasa dicueki$,$saya merasa tidak disukai oleh orang tersebut karena saya merasa dicueki$,Mind Reading,Ya
Saya pernah marah kepada teman hanya karena dia mencoret-coret gambar saya.,saya pernah marah kepada teman hanya karena dia mencoret-coret gambar saya.,No Distortion,Tidak
menurut saya peristiwa negatif tidak selamanyah berawal dari hal-hal yang negatif,menurut saya peristiwa negatif tidak selamanyah berawal dari hal-hal yang negatif,No Distortion,Tidak
Beberapa kali saya merasa nilai saya lebih tinggi dibandingkan kemampuan diri saya karena saya sering tidak percaya diri dengan kemampuan diri namun teman saya merasa bahwa saya mampu untuk melakukannya,beberapa kali saya merasa nilai saya lebih tinggi dibandingkan kemampuan diri saya karena saya sering tidak percaya diri dengan kemampuan diri namun teman saya merasa bahwa saya mampu untuk melakukannya,No Distortion,Tidak
Saya kadang berpikir bahwa saya tidak begitu pintar dalam berhubungan dengan seseorang (konteksnya adalah hubungan pacar). $Saya pernah terjebak di hubungan tanpa status dan saya juga pernah berpikir bahwa mungkin kedepannya saya akan terjebak di hubungan seperti itu lagi.$,saya kadang berpikir bahwa saya tidak begitu pintar dalam berhubungan dengan seseorang (konteksnya adalah hubungan pacar). $saya pernah terjebak di hubungan tanpa status dan saya juga pernah berpikir bahwa mungkin kedepannya saya akan terjebak di hubungan seperti itu lagi.$,Overgeneralization,Ya
"Saya tidak mendapatkan UI, yang berarti saya gagal.","saya tidak mendapatkan ui, yang berarti saya gagal.",All-or-nothing,Ya
saya tidak pernah seperti itu jika saya gagal dalam hal A saya akan berudaha lebih baik,saya tidak pernah seperti itu jika saya gagal dalam hal a saya akan berudaha lebih baik,No Distortion,Tidak
"Saya hanya ingin berhubungan dengan orang yang sesuai dengan standar dan pemikiran saya. $Jika ada salah satu hal saja yang tidak sesuai standar saya, maka saya tidak mau berhubungan dengannya sama sekali.$","saya hanya ingin berhubungan dengan orang yang sesuai dengan standar dan pemikiran saya. $jika ada salah satu hal saja yang tidak sesuai standar saya, maka saya tidak mau berhubungan dengannya sama sekali.$",All-or-nothing,Ya
"Saya seseorang yang selalu berfikir negatif dalam hidup saya bukan karena saya pesimis namun hal tersebut membuat saya lebih waspada, contohnya waktu test snbt tahun ini saya rasa tidak bakal lulus dan hal itu membuat saya semakin giat dan fokus","saya seseorang yang selalu berfikir negatif dalam hidup saya bukan karena saya pesimis namun hal tersebut membuat saya lebih waspada, contohnya waktu test snbt tahun ini saya rasa tidak bakal lulus dan hal itu membuat saya semakin giat dan fokus",No Distortion,Tidak
Aku itu selalu bangga sama pencapaianku walaupun itu hal yang kecil. Aku udah apresiasi kepada diriku sendiri,aku itu selalu bangga sama pencapaianku walaupun itu hal yang kecil. aku udah apresiasi kepada diriku sendiri,No Distortion,Tidak
"Ketika saya melakukan/menampilkan sesuatu di depan umum, $saya otomatis berpikiran bahwa mereka tidak menyukai penampilan saya$","ketika saya melakukan/menampilkan sesuatu di depan umum, $saya otomatis berpikiran bahwa mereka tidak menyukai penampilan saya$",Mind Reading,Ya
"Saat melihat teman lama bersama teman baru, $saya merasa saya akan ditinggalkan dan tidak akan berteman lagi dengannya","saat melihat teman lama bersama teman baru, $saya merasa saya akan ditinggalkan dan tidak akan berteman lagi dengannya",Mind Reading,Ya
"Saat itu Saya suka sekali dengan sepatu NB warna kuning. Saya tanyakan pada ketujuh teman Saya, mereka semua mengkonfirmasi bahwa Saya selalu memiliki tampilan yang unik ketika menggunakan barang-barang 'aneh'. Namun satu teman Saya menyatakan dengan singkat

""Norak sekali,""

Itu membuat gusar Saya selama beberapa hari","saat itu saya suka sekali dengan sepatu nb warna kuning. saya tanyakan pada ketujuh teman saya, mereka semua mengkonfirmasi bahwa saya selalu memiliki tampilan yang unik ketika menggunakan barang-barang 'aneh'. namun satu teman saya menyatakan dengan singkat ""norak sekali,"" itu membuat gusar saya selama beberapa hari",No Distortion,Tidak
"Website perusahaan tempat saya bekerja terdapat error atau bug. Yang mengerjakan website tersebut ialah saya dan teman saya, namun karena kurangnya pengujian yang saya lakukan maka error tersebut sebelumnya tidak terdeteksi oleh saya","website perusahaan tempat saya bekerja terdapat error atau bug. yang mengerjakan website tersebut ialah saya dan teman saya, namun karena kurangnya pengujian yang saya lakukan maka error tersebut sebelumnya tidak terdeteksi oleh saya",No Distortion,Tidak
"Suatu kali, saya mengalami situasi di mana saya merasa bahwa $seseorang yang baru saya kenal memiliki niat buruk terhadap saya$ hanya karena saya merasa demikian, tanpa ada alasan logis yang kuat yang mendukung pemikiran tersebut.","suatu kali, saya mengalami situasi di mana saya merasa bahwa $seseorang yang baru saya kenal memiliki niat buruk terhadap saya$ hanya karena saya merasa demikian, tanpa ada alasan logis yang kuat yang mendukung pemikiran tersebut.",Labeling,Ya
"Saya pernah dibilang jelek oleh kerabat dekat saya. Semenjak itu, saya menganggap diri saya memang sejelek itu, sehingga saya jarang ingin bertemu dengan kerabat saat mereka berkunjung.","saya pernah dibilang jelek oleh kerabat dekat saya. semenjak itu, saya menganggap diri saya memang sejelek itu, sehingga saya jarang ingin bertemu dengan kerabat saat mereka berkunjung.",No Distortion,Tidak
Saya pernah memakai dres hitam polkadot dengan rambut saya yang diurai ke sebuah acara kondangan. $Teman teman saya banyak yang memuji. Namun ada satu orang laki-laki yang saya sukai bilang kalau saya tidak cocok kalau rambutnya diurai. Akhirnya saya tidak percaya diri kalau rambut saya di urai.$,saya pernah memakai dres hitam polkadot dengan rambut saya yang diurai ke sebuah acara kondangan. $teman teman saya banyak yang memuji. namun ada satu orang laki-laki yang saya sukai bilang kalau saya tidak cocok kalau rambutnya diurai. akhirnya saya tidak percaya diri kalau rambut saya di urai.$,Mental filter,Ya
"Pernah saat mengikuti lomba pada SMP, tim kami tidak menang dan disana saya ngeras saya yang menjadi penyebabnya karena pada saat melakukan lomba saya melakukan sedikit kesalahan sehingga saya sedikit menyesal tim kami tidak menang karena kecerobohan","pernah saat mengikuti lomba pada smp, tim kami tidak menang dan disana saya ngeras saya yang menjadi penyebabnya karena pada saat melakukan lomba saya melakukan sedikit kesalahan sehingga saya sedikit menyesal tim kami tidak menang karena kecerobohan",Personalization and Blame,Ya
"Saya selalu mengecilkan kemampuan diri saya, $ketika dimintai membantu teman saya merasa diri saya kurang mampu dan takut membuat teman saya terkena masalah$","saya selalu mengecilkan kemampuan diri saya, $ketika dimintai membantu teman saya merasa diri saya kurang mampu dan takut membuat teman saya terkena masalah$",Magnification or Minimization,Ya
"Saya merasa bahwa $seharusnya saya memilih sma lain saat itu, dan tidak terhasut dengan pihak sma tempat saya bersekolah dulu$, yang pada awalnya menjanjikan untuk mempermudah saya dalam mengikuti pertukaran pelajar.","saya merasa bahwa $seharusnya saya memilih sma lain saat itu, dan tidak terhasut dengan pihak sma tempat saya bersekolah dulu$, yang pada awalnya menjanjikan untuk mempermudah saya dalam mengikuti pertukaran pelajar.",Should statement,Ya
Banyak orang yang mengatakan saya adalah orang yang pintar. Tapi saya berpikir bahwa saya belum bisa melakukan hal-hal yang berguna dalam hidup. Saya sadar mindset ini tidak bagus untuk hidup saya.,banyak orang yang mengatakan saya adalah orang yang pintar. tapi saya berpikir bahwa saya belum bisa melakukan hal-hal yang berguna dalam hidup. saya sadar mindset ini tidak bagus untuk hidup saya.,No Distortion,Tidak
"Menurut saya, $saya adalah orang yang malas$, karena sering menunda nunda","menurut saya, $saya adalah orang yang malas$, karena sering menunda nunda",Labeling,Ya
$Seharusnya aku belajar lebih awal dan mendengarkan guru dari pada belajar 1 hari sebelum ujian$,$seharusnya aku belajar lebih awal dan mendengarkan guru dari pada belajar 1 hari sebelum ujian$,Should statement,Ya
"saat mengerjakan proyek terakhir SMA yaitu film pendek, saya bertanggung jawab sebagai sutradara. saya tidak bisa menjadi director karena teman teman kelas saya lebih percaya kepada murid laki laki untuk peran director. pada akhirnya film pendek kelas saya tidak banyak mendapatkan penghargaan, saya merasa bersalah sebagai sutradara, dan merasa menyesal karena saya tidak mampu mengusahakan peran director.","saat mengerjakan proyek terakhir sma yaitu film pendek, saya bertanggung jawab sebagai sutradara. saya tidak bisa menjadi director karena teman teman kelas saya lebih percaya kepada murid laki laki untuk peran director. pada akhirnya film pendek kelas saya tidak banyak mendapatkan penghargaan, saya merasa bersalah sebagai sutradara, dan merasa menyesal karena saya tidak mampu mengusahakan peran director.",Personalization and Blame,Ya
Menjuarai sebuah olimpiade untuk pertamakalinya $namun berpikir hanya hoki bukan karena sebuah usaha yang matang$,menjuarai sebuah olimpiade untuk pertamakalinya $namun berpikir hanya hoki bukan karena sebuah usaha yang matang$,Discounting the positives,Ya
"Saya tidak pernah merasa begitu bersungguh-sungguh dalam melakukan sesuatu, oleh sebab itu apa pun rintangan yang saya alami, saya anggap buah dari ketidak seriusan saya","saya tidak pernah merasa begitu bersungguh-sungguh dalam melakukan sesuatu, oleh sebab itu apa pun rintangan yang saya alami, saya anggap buah dari ketidak seriusan saya",No Distortion,Tidak
"Aku merasa kalau teman-temanku tidak langsung mengajakku, berarti aku tidak diinginkan.","aku merasa kalau teman-temanku tidak langsung mengajakku, berarti aku tidak diinginkan.",Emotional Reasoning,Ya
"Peristiwa waktu kkn, kekeliruan dalam perhitungan rab","peristiwa waktu kkn, kekeliruan dalam perhitungan rab",No Distortion,Tidak
setelah saya party dengan teman seharusnya saya tidak minum terlalu banyak,setelah saya party dengan teman seharusnya saya tidak minum terlalu banyak,No Distortion,Tidak
"Saat kecil saya pernah juara lomba menerbangkan pesawat kertas jauh. Saya juara 1, namun $saya beranggapan saya menang karena faktor keberuntungan. Padahal nyatanya, lawan-lwan saya memang kurang apik dalam melipat pesawat kertas tersebut.$","saat kecil saya pernah juara lomba menerbangkan pesawat kertas jauh. saya juara 1, namun $saya beranggapan saya menang karena faktor keberuntungan. padahal nyatanya, lawan-lwan saya memang kurang apik dalam melipat pesawat kertas tersebut.$",Discounting the positives,Ya
Saya pernah mengikuti perlombaan pramuka dan pada baris-berbaris saya melakukan sedikit kesalahan. Dan membuat saya merasa buruk dan mengurangi rasa semangat saya dalam pramuka.,saya pernah mengikuti perlombaan pramuka dan pada baris-berbaris saya melakukan sedikit kesalahan. dan membuat saya merasa buruk dan mengurangi rasa semangat saya dalam pramuka.,No Distortion,Tidak
"Saat saya kecil, seseorang berkata bahwa saya adalah orang yang jelek. Sehingga sampai sekarang ini saya tidak begitu percaya diri dengan tampilan saya sendiri","saat saya kecil, seseorang berkata bahwa saya adalah orang yang jelek. sehingga sampai sekarang ini saya tidak begitu percaya diri dengan tampilan saya sendiri",No Distortion,Tidak
Memori ingatan seseoranv berbeda karena mengingat suatu momen sudah tidaklah berarti baginya,memori ingatan seseoranv berbeda karena mengingat suatu momen sudah tidaklah berarti baginya,No Distortion,Tidak
"Saya pernah meminjam motor teman saya dan tidak sengaja menabrak mobil orang, jadinya saya di samping saya terluka karena kejadian tersebut saya juga harus mengganti rugi motor yang saya pinjam dan mobil yang saya tabrak","saya pernah meminjam motor teman saya dan tidak sengaja menabrak mobil orang, jadinya saya di samping saya terluka karena kejadian tersebut saya juga harus mengganti rugi motor yang saya pinjam dan mobil yang saya tabrak",Personalization and Blame,Ya
Waktu itu aku punya seorang teman kita begitu dekat. semua yang kita lakukan selalu bersama hingga waktu itu dia mengenalkan temannya padaku dan hari itu mereka terlihat bersama dan aku menjauhkan diriku dari mereka karena aku merasa temanku udah gak mau lagi berteman denganku karena sudah mendapatkan teman baru dan aku sedih dan aku berpikir bahwa aku akan sendiri lagi. Tapi setelah beberapa saat dia kembali bersamaku dan menjadi temanku lagi.,waktu itu aku punya seorang teman kita begitu dekat. semua yang kita lakukan selalu bersama hingga waktu itu dia mengenalkan temannya padaku dan hari itu mereka terlihat bersama dan aku menjauhkan diriku dari mereka karena aku merasa temanku udah gak mau lagi berteman denganku karena sudah mendapatkan teman baru dan aku sedih dan aku berpikir bahwa aku akan sendiri lagi. tapi setelah beberapa saat dia kembali bersamaku dan menjadi temanku lagi.,No Distortion,Tidak
Saya pernah menyapa teman saya dia malah pura” tidak kenal,saya pernah menyapa teman saya dia malah pura” tidak kenal,No Distortion,Tidak
aku selalu overthinking ketika teman ku mengajak aku main di saat akhir akhir. $aku merasa mereka tidak mau aku hadir$,aku selalu overthinking ketika teman ku mengajak aku main di saat akhir akhir. $aku merasa mereka tidak mau aku hadir$,Mind Reading,Ya
"Saya mendapat nilai lebih kecil dari teman saya yang menyontek dengan saya. Saya berfikir""saya tidak pernah memiliki hoki seperti teman"" saya""

Saat mengikuti jalan santai, saya berfikir saya tidak akan mempunyai hoki dalam mendaparkan doorprize.","saya mendapat nilai lebih kecil dari teman saya yang menyontek dengan saya. saya berfikir""saya tidak pernah memiliki hoki seperti teman"" saya"" saat mengikuti jalan santai, saya berfikir saya tidak akan mempunyai hoki dalam mendaparkan doorprize.",No Distortion,Tidak
saya menerima pujian karena berhasil lolos masuk ke univ yg saya inginkan. tapi ada teman saya meremehkan jurusan yg saya ambil. $itu membuat saya terus memikirkan perkataannya dan melupakan ucapan selamat dr keluarga dan sahabat saya$,saya menerima pujian karena berhasil lolos masuk ke univ yg saya inginkan. tapi ada teman saya meremehkan jurusan yg saya ambil. $itu membuat saya terus memikirkan perkataannya dan melupakan ucapan selamat dr keluarga dan sahabat saya$,Mental filter,Ya
"Saya sering mendapatkan pujian karna saya sedikit beruntung di bidang akademik,namun saya perna mendengar bahwa ia hanya pintar di bidang akademik saja namu tidak di nonakdemik dan itu terus menjadi beban pikiran saya","saya sering mendapatkan pujian karna saya sedikit beruntung di bidang akademik,namun saya perna mendengar bahwa ia hanya pintar di bidang akademik saja namu tidak di nonakdemik dan itu terus menjadi beban pikiran saya",No Distortion,Tidak
"Nilai saya dalam mata pelajaran matematika dan aritmatika lainnya tidak memuaskan, sehingga membuat saya percaya bahwa saya tidak mempunyai kualitas.","nilai saya dalam mata pelajaran matematika dan aritmatika lainnya tidak memuaskan, sehingga membuat saya percaya bahwa saya tidak mempunyai kualitas.",Magnification or Minimization,Ya
"Berdasarkan pengalaman saya, saya sedari sd ditanamkan pemikiran oleh kedua orang tua saya untuk harus selalu mendapat ranking kelas dan meraih nilai paling tinggi, jadi saya harus berusaha keras memenuhi ekspetasi tersebut, jika tidak maka orang tua saya akan terus membandingkan saya dengan anak2 lain","berdasarkan pengalaman saya, saya sedari sd ditanamkan pemikiran oleh kedua orang tua saya untuk harus selalu mendapat ranking kelas dan meraih nilai paling tinggi, jadi saya harus berusaha keras memenuhi ekspetasi tersebut, jika tidak maka orang tua saya akan terus membandingkan saya dengan anak2 lain",No Distortion,Tidak
"Saya memiliki teman yang ketika dia meminta tolong dan diikuti permintaannya, dia akan berbicara seperti ""mau aja disuruh"". $Saya berpikir bahwa teman saya ini orang yang narsis.$","saya memiliki teman yang ketika dia meminta tolong dan diikuti permintaannya, dia akan berbicara seperti ""mau aja disuruh"". $saya berpikir bahwa teman saya ini orang yang narsis.$",Labeling,Ya
melihat anak gadis tetangga yang sering pulang malam.,melihat anak gadis tetangga yang sering pulang malam.,No Distortion,Tidak
saya biasanya merasa saya suka membesar besarkan masalah karena saya adalah pribadi yang sensitif,saya biasanya merasa saya suka membesar besarkan masalah karena saya adalah pribadi yang sensitif,No Distortion,Tidak
"Saya malas belajar dan ranking saya turun, $seharusnya saya tidak kecanduan bermain game dan lebih mengutamakan belajar$","saya malas belajar dan ranking saya turun, $seharusnya saya tidak kecanduan bermain game dan lebih mengutamakan belajar$",Should statement,Ya
Kondisi saya seperti itu sekarang sampai ketemu orang banyak pun tenaga saya terkuras banyak,kondisi saya seperti itu sekarang sampai ketemu orang banyak pun tenaga saya terkuras banyak,No Distortion,Tidak
Dalam UTBK Nilai Matematika saya cukup memuaskan namun saya berpikir bahwa nilai tersebut didapat karena $faktor keberuntungan karena soal-soal tersebut cukup sulit.$,dalam utbk nilai matematika saya cukup memuaskan namun saya berpikir bahwa nilai tersebut didapat karena $faktor keberuntungan karena soal-soal tersebut cukup sulit.$,Discounting the positives,Ya
Ketika mengikuti lomba paduan suara saya di puji karena memiliki suara yang bagus namun saya melihat banyak teman teman yang memiliki suara lebih bagus dari saya dan $saya merasa bahwa kita semua dilatih ditempat yang sama jadi dipuji memiliki suara yang bagus adalah hal yang biasa saja$,ketika mengikuti lomba paduan suara saya di puji karena memiliki suara yang bagus namun saya melihat banyak teman teman yang memiliki suara lebih bagus dari saya dan $saya merasa bahwa kita semua dilatih ditempat yang sama jadi dipuji memiliki suara yang bagus adalah hal yang biasa saja$,Discounting the positives,Ya
"Pernah, tapi tidak seperti yang dicontohkan. Hanya dari rasa diri sendiri karena mungkin merasa tersinggung, dll","pernah, tapi tidak seperti yang dicontohkan. hanya dari rasa diri sendiri karena mungkin merasa tersinggung, dll",No Distortion,Tidak
Saat saya belajar main gitar dan skill saya tidak berkembang saya memutuskan berhenti bermain gitar,saat saya belajar main gitar dan skill saya tidak berkembang saya memutuskan berhenti bermain gitar,No Distortion,Tidak
aku kadang kesal kepada temanku yang saat tidak mengerti bercandaanku,aku kadang kesal kepada temanku yang saat tidak mengerti bercandaanku,No Distortion,Tidak
Dulu saya sering berpikir seperti ini,dulu saya sering berpikir seperti ini,No Distortion,Tidak
